ADNSZ,0,0,0,0,0,1,3,4
AEENRRS,0,0,0,0,0,0,1,1
AEENRRT,0,0,0,0,0,0,1,1
DEIKLRT,0,0,0,0,0,0,1,1
DEIKLRS,0,0,0,0,0,0,1,1
ACJMNU,0,0,0,0,0,0,1,1
ADNSS,0,0,0,0,1,4,24,29
HIMNRY,0,0,0,0,0,0,1,1
ADNSU,0,0,0,0,1,9,48,58
ACJMNT,0,0,0,0,0,0,1,1
ADNST,0,0,0,0,1,6,42,49
ADNSW,0,0,0,0,1,3,19,23
ADNSV,0,0,0,0,0,3,7,10
HIMNRS,0,0,0,0,0,0,2,2
ABEKNSU,0,0,0,0,0,0,1,1
ABEKNST,0,0,0,0,0,0,1,1
HIMNRU,0,0,0,0,0,0,1,1
AEENRSW,0,0,0,0,0,0,1,1
AEENRST,0,0,0,0,0,0,1,1
ADNTY,0,0,0,0,1,2,9,12
ADNTZ,0,0,0,0,0,0,1,1
AEENRSS,0,0,0,0,0,0,1,1
ADNTX,0,0,0,0,0,0,3,3
ADNTW,0,0,0,0,0,1,3,4
ADNTV,0,0,0,0,0,1,5,6
ADNTU,0,0,0,0,1,3,32,36
HIMNSY,0,0,0,0,0,0,1,1
ADNTT,0,0,0,0,0,2,9,11
HIMNSU,0,0,0,0,0,1,4,5
ABEKNRU,0,0,0,0,0,0,1,1
HIMNSX,0,0,0,0,0,0,1,1
ABEKNRS,0,0,0,0,0,0,1,1
HIMNSS,0,0,0,0,0,0,1,1
HIMNST,0,0,0,0,0,0,2,2
AELNNRS,0,0,0,0,0,0,1,1
AELNNRU,0,0,0,0,0,0,1,1
BGMUU,0,0,0,0,0,3,4,7
AELNNRT,0,0,0,0,0,0,1,1
DGNOOR,0,0,0,0,0,1,3,4
DGNOOP,0,0,0,0,0,0,1,1
BGMUY,0,0,0,0,0,0,1,1
DGNOOO,0,0,0,0,0,0,3,3
DGNOOT,0,0,0,0,0,0,1,1
DGNOOS,0,0,0,0,0,1,5,6
ADNUZ,0,0,0,0,0,0,2,2
AEENRTT,0,0,0,0,0,0,1,1
AEENRTV,0,0,0,0,0,0,1,1
DGNOOW,0,0,0,0,0,1,3,4
ADNUW,0,0,0,0,0,2,9,11
BELOSTU,0,0,0,0,0,0,1,1
ADNUV,0,0,0,0,0,0,4,4
ADNUY,0,0,0,0,0,1,5,6
ADNUX,0,0,0,0,0,1,2,3
BELOSTT,0,0,0,0,0,0,1,1
ADNUU,0,0,0,0,0,0,3,3
HIMNTY,0,0,0,0,0,0,2,2
HIMNTU,0,0,0,0,0,1,1,2
AGGHIIL,0,0,0,0,0,0,1,1
HIMOPR,0,0,0,0,0,0,6,6
EKNNTU,0,0,0,0,0,1,1,2
HIMOPT,0,0,0,0,0,0,1,1
HIMOPS,0,0,0,0,0,1,5,6
EKNNTT,0,0,0,0,0,0,1,1
AGINRX,0,0,0,0,0,1,0,1
AGINRW,0,0,0,0,0,1,13,14
AGINRZ,0,0,0,0,0,1,7,8
AGINRY,0,0,0,0,0,1,13,14
AEGHNRU,0,0,0,0,0,0,1,1
AEGHNRS,0,0,0,0,0,0,1,1
GGILOS,0,0,0,0,0,0,6,6
GGILOR,0,0,0,0,0,0,1,1
ABCSTW,0,0,0,0,0,0,1,1
GGILOO,0,0,0,0,0,1,1,2
ABCSTU,0,0,0,0,0,1,3,4
ADOQU,0,0,0,0,1,0,3,4
AGINRS,0,0,0,0,0,1,18,19
AGINRT,0,0,0,0,0,1,18,19
GGILOZ,0,0,0,0,0,0,1,1
AGINRU,0,0,0,0,0,0,5,5
GGILOY,0,0,0,0,0,0,2,2
AGINRV,0,0,0,0,0,1,6,7
GGILOW,0,0,0,0,0,0,1,1
GGILOV,0,0,0,0,0,0,1,1
AGINRR,0,0,0,0,0,1,13,14
GGILOT,0,0,0,0,0,1,1,2
EKNNST,0,0,0,0,0,0,3,3
HIMOOS,0,0,0,0,0,0,3,3
HIMOOR,0,0,0,0,0,0,2,2
AGINSZ,0,0,0,0,0,1,3,4
AGINSY,0,0,0,0,0,1,10,11
AGINSX,0,0,0,0,0,0,3,3
ADOPP,0,0,0,0,0,1,4,5
ADOPQ,0,0,0,0,0,0,1,1
ADOPR,0,0,0,0,0,2,33,35
ADOPS,0,0,0,0,1,6,27,34
IOYZ,0,0,0,0,0,6,10,16
IOYY,0,0,0,0,0,1,1,2
EKNNSU,0,0,0,0,0,1,1,2
ADOPY,0,0,0,0,0,1,2,3
GGILNP,0,0,0,0,0,0,2,2
ADOPX,0,0,0,0,0,0,2,2
GGILNO,0,0,0,0,0,1,10,11
GGILNR,0,0,0,0,0,0,4,4
ADOPZ,0,0,0,0,0,0,1,1
ABCSUU,0,0,0,0,0,0,2,2
ADOPU,0,0,0,0,0,2,10,12
ADOPT,0,0,0,0,1,2,19,22
ADOPW,0,0,0,0,0,0,2,2
ABCSUW,0,0,0,0,0,0,1,1
GGILNN,0,0,0,0,0,0,4,4
ADOPV,0,0,0,0,0,0,3,3
KTTUW,0,0,0,0,0,0,1,1
AGINSV,0,0,0,0,0,1,10,11
AGINSW,0,0,0,0,0,1,14,15
GGILNW,0,0,0,0,0,0,1,1
AGINST,0,0,0,0,0,1,21,22
GGILNZ,0,0,0,0,0,0,2,2
AGINSU,0,0,0,0,0,1,14,15
GGILNY,0,0,0,0,0,1,2,3
AGINSS,0,0,0,0,0,1,15,16
GGILNS,0,0,0,0,0,0,4,4
KTTUU,0,0,0,0,1,1,0,2
GGILNV,0,0,0,0,0,0,1,1
GGILNU,0,0,0,0,0,1,12,13
AGINPV,0,0,0,0,0,1,2,3
AGINPU,0,0,0,0,0,0,5,5
AGINPW,0,0,0,0,0,1,6,7
AGINPZ,0,0,0,0,0,0,2,2
HIMORT,0,0,0,0,0,0,4,4
IOXZ,0,0,0,0,0,0,2,2
AGINPY,0,0,0,0,0,1,7,8
HIMORS,0,0,0,0,0,1,7,8
EKNNRS,0,0,0,0,0,0,3,3
HIMORU,0,0,0,0,0,0,3,3
EKNNRU,0,0,0,0,0,0,1,1
HIMORW,0,0,0,0,0,0,1,1
HIMORZ,0,0,0,0,0,0,2,2
IOXY,0,0,0,0,0,5,8,13
ADOSU,0,0,0,0,0,5,31,36
ADOSV,0,0,0,0,0,3,6,9
ADOSS,0,0,0,0,1,5,14,20
ADOST,0,0,0,0,1,6,32,39
ADOSZ,0,0,0,0,0,2,3,5
ADOSY,0,0,0,0,0,1,13,14
ADOSX,0,0,0,0,0,1,5,6
ADOSW,0,0,0,0,1,3,16,20
ABORRSW,0,0,0,0,0,0,1,1
ABORRSU,0,0,0,0,0,0,1,1
AGINPP,0,0,0,0,0,0,15,15
AGINPR,0,0,0,0,0,1,17,18
AGINPS,0,0,0,0,0,1,16,17
AGINPT,0,0,0,0,0,1,9,10
IOWZ,0,0,0,0,1,1,5,7
IOWY,0,0,0,0,1,4,12,17
AFFOPSY,0,0,0,0,0,0,1,1
IOWX,0,0,0,0,0,0,1,1
IOWW,0,0,0,0,1,5,12,18
ADORR,0,0,0,0,1,6,26,33
ADORS,0,0,0,0,1,13,64,78
ADORT,0,0,0,0,1,5,38,44
ADORU,0,0,0,0,1,5,28,34
ADORW,0,0,0,0,1,7,24,32
ADORV,0,0,0,0,0,0,10,10
ADORY,0,0,0,0,0,4,15,19
AEGHNOX,0,0,0,0,0,0,1,1
ADORX,0,0,0,0,0,0,3,3
ADORZ,0,0,0,0,0,0,5,5
GGILPU,0,0,0,0,0,0,1,1
AGINQU,0,0,0,0,0,0,1,1
EKNNPS,0,0,0,0,0,0,1,1
IOVV,0,0,0,1,0,1,8,10
DLOORSU,0,0,0,0,0,0,1,1
IOVW,0,0,0,0,0,2,6,8
IOVX,0,0,0,0,0,0,1,1
IOVY,0,0,0,0,1,1,6,8
IOVZ,0,0,0,0,1,1,1,3
HKPRS,0,0,0,0,0,0,3,3
AGINVW,0,0,0,0,0,1,5,6
AIKNNNS,0,0,0,0,0,0,1,1
AGINVZ,0,0,0,0,0,0,2,2
AGINVY,0,0,0,0,0,0,2,2
AGINVV,0,0,0,0,0,0,2,2
GGILSY,0,0,0,0,0,0,1,1
GGILSW,0,0,0,0,0,0,1,1
GGILST,0,0,0,0,0,0,2,2
GGILSU,0,0,0,0,0,0,2,2
EKNNOW,0,0,0,0,0,0,1,1
EKNNOS,0,0,0,0,0,0,3,3
IOUU,0,0,0,0,0,0,9,9
EKNNOT,0,0,0,0,0,1,1,2
IOUV,0,0,0,0,0,4,31,35
EKNNOR,0,0,0,0,0,1,1,2
IOUY,0,0,0,0,0,0,12,12
AOPRTTU,0,0,0,0,0,0,1,1
EKNNOP,0,0,0,0,0,0,1,1
IOUZ,0,0,0,0,0,2,8,10
IOUW,0,0,0,0,0,3,18,21
IOUX,0,0,0,0,0,1,8,9
AGINWZ,0,0,0,0,0,0,1,1
EHIMSWY,0,0,0,0,0,0,1,1
AGINWY,0,0,0,0,0,1,6,7
AGINWX,0,0,0,0,0,1,2,3
GGILRW,0,0,0,0,0,0,2,2
AGINWW,0,0,0,0,0,0,3,3
GGILRY,0,0,0,0,0,0,1,1
GGILRS,0,0,0,0,0,0,1,1
GGILRU,0,0,0,0,0,0,1,1
AOPRTUY,0,0,0,0,0,0,1,1
IOTT,0,0,0,1,2,31,123,157
IOTU,0,0,0,0,2,40,149,191
ADOOR,0,0,0,0,0,5,23,28
ADOOP,0,0,0,0,0,0,11,11
IOTZ,0,0,0,0,3,9,33,45
AGINTY,0,0,0,0,0,0,7,7
AGINTZ,0,0,0,0,0,0,3,3
ACJMTU,0,0,0,0,0,0,1,1
IOTV,0,0,0,0,5,15,53,73
IOTW,0,0,0,0,1,15,52,68
IOTX,0,0,0,0,2,7,31,40
IOTY,0,0,0,0,0,17,64,81
BEHNNOT,0,0,0,0,0,0,1,1
AGINTT,0,0,0,0,0,0,12,12
AGINTV,0,0,0,0,0,0,6,6
HKPTU,0,0,0,0,0,0,2,2
AGINTU,0,0,0,0,0,0,10,10
AGINTX,0,0,0,0,0,1,3,4
AGINTW,0,0,0,0,0,1,10,11
AIKNNPS,0,0,0,0,0,0,1,1
ADOOU,0,0,0,0,0,1,2,3
ADOOV,0,0,0,0,0,1,4,5
ADOOS,0,0,0,0,0,3,26,29
ADOOT,0,0,0,0,0,0,11,11
ADOOY,0,0,0,0,0,0,5,5
ADOOZ,0,0,0,0,0,0,3,3
GGILUY,0,0,0,0,0,0,3,3
ADOOW,0,0,0,0,0,1,11,12
ADOOX,0,0,0,0,0,0,1,1
IOSS,0,0,0,1,7,62,258,328
IOST,0,0,0,0,16,102,430,548
HKPSY,0,0,0,0,0,0,2,2
IOSY,0,0,0,0,4,25,94,123
IOSZ,0,0,0,0,4,19,38,61
IOSW,0,0,0,0,1,15,94,110
IOSX,0,0,0,0,2,15,35,52
IOSU,0,0,0,0,2,43,205,250
IOSV,0,0,0,0,6,34,84,124
AGINUY,0,0,0,0,0,0,1,1
HKPSS,0,0,0,0,0,0,2,2
AGINUX,0,0,0,0,0,1,1,2
AGINUW,0,0,0,0,0,0,3,3
HKPST,0,0,0,0,0,0,1,1
AGINUV,0,0,0,0,0,0,4,4
HKPSU,0,0,0,0,0,0,8,8
ABCSSS,0,0,0,0,0,0,2,2
ABCSST,0,0,0,0,0,0,1,1
ABCSSU,0,0,0,0,0,1,2,3
EFFGI,0,0,0,0,0,4,6,10
CLOPRT,0,0,0,0,0,0,1,1
CLOPRU,0,0,0,0,0,0,3,3
CLOPRW,0,0,0,0,0,0,1,1
EFFGN,0,0,0,0,0,1,4,5
EFFGO,0,0,0,0,0,2,1,3
EFFGL,0,0,0,0,0,0,1,1
EFFGJ,0,0,0,0,0,0,1,1
EFFGY,0,0,0,0,0,1,0,1
DIIMRU,0,0,0,0,0,0,2,2
EFFGU,0,0,0,0,0,1,5,6
DIIMRT,0,0,0,0,0,0,1,1
EFFGS,0,0,0,0,0,1,5,6
EFFGR,0,0,0,0,0,3,11,14
DIIMRS,0,0,0,0,0,0,3,3
CLOPRY,0,0,0,0,0,0,1,1
IILQUY,0,0,0,0,0,0,1,1
CLOPST,0,0,0,0,0,0,2,2
CLOPSW,0,0,0,0,0,0,1,1
CLOPSU,0,0,0,0,0,0,4,4
HKPUU,0,0,0,0,0,1,3,4
AEEEHLS,0,0,0,0,0,0,1,1
AABNOST,0,0,0,0,0,0,1,1
BEIOOPT,0,0,0,0,0,0,1,1
CLOPSY,0,0,0,0,0,0,2,2
AABNOSY,0,0,0,0,0,0,1,1
CLOPPS,0,0,0,0,0,0,1,1
COPRUY,0,0,0,0,0,1,0,1
AFORRSW,0,0,0,0,0,0,1,1
DIIMPS,0,0,0,0,0,0,1,1
DIIMPV,0,0,0,0,0,0,1,1
AFORRSY,0,0,0,0,0,0,1,1
CLOPPW,0,0,0,0,0,0,1,1
COPRUV,0,0,0,0,0,0,1,1
COPRUU,0,0,0,0,0,0,3,3
DIIMOP,0,0,0,0,0,0,1,1
BBDGIL,0,0,0,0,0,0,1,1
DIIMOO,0,0,0,0,0,0,1,1
DIIMOU,0,0,0,0,0,1,0,1
BBDGII,0,0,0,0,0,0,1,1
CHINTYZ,0,0,0,0,0,0,1,1
DIIMOS,0,0,0,0,0,1,7,8
DIIMOR,0,0,0,0,0,0,2,2
BBDGIU,0,0,0,0,0,0,1,1
FKLNOW,0,0,0,0,0,0,1,1
BBDGIO,0,0,0,0,0,0,1,1
BBDGIN,0,0,0,0,0,0,4,4
AGINNR,0,0,0,0,0,0,13,13
AAESSY,0,0,0,0,0,0,3,3
EFFKT,0,0,0,0,0,0,1,1
AGINNP,0,0,0,0,0,1,9,10
EFFKS,0,0,0,0,0,0,4,4
EFFKR,0,0,0,0,0,0,1,1
AGINNO,0,0,0,0,0,1,7,8
AGINNN,0,0,0,0,0,0,9,9
AAESSU,0,0,0,0,0,0,2,2
EFFKP,0,0,0,0,0,0,1,1
AAESSV,0,0,0,0,0,0,3,3
EFFKO,0,0,0,0,0,1,4,5
AAESSW,0,0,0,0,0,0,3,3
ADFFLNO,0,0,0,0,0,0,1,1
EFINNZ,0,0,0,0,0,0,1,1
EFFKL,0,0,0,0,0,1,2,3
COPRSY,0,0,0,0,0,0,1,1
COPRSU,0,0,0,0,0,1,2,3
COPRSS,0,0,0,0,0,0,3,3
BBDGNU,0,0,0,0,0,0,1,1
COPRST,0,0,0,0,0,0,4,4
EFINNO,0,0,0,0,0,0,3,3
FKLNTU,0,0,0,0,0,0,1,1
EFINNT,0,0,0,0,0,0,1,1
AGINNY,0,0,0,0,0,0,6,6
AGINNZ,0,0,0,0,0,0,4,4
EFINNU,0,0,0,0,0,1,2,3
AGINNW,0,0,0,0,0,1,15,16
AAESST,0,0,0,0,0,0,3,3
AAESSS,0,0,0,0,0,0,1,1
